station_id,rows,errors,support_empty,false_negatives_empty,support_full,false_negatives_full,false_positives_empty,false_positives_full,error_rate,recall_empty,recall_full,critical_support,critical_false_negatives,critical_false_negative_rate,station_number,station_name,address,latitude,longitude,capacity,enough_support_empty,enough_support_full
148,1436,71,92,36,0,0,35,0,0.04944289693593315,0.6086956521739131,,92,36,0.391304347826087,147,Doctor Arce 45,Avenida del Doctor Arce nº 45,40.4483269,-3.6797296,24,True,False
132,1436,70,10,9,42,27,6,28,0.04874651810584958,0.09999999999999998,0.3571428571428571,52,36,0.6923076923076923,161,Paseo de la Florida,Paseo de la Florida nº 8,40.4219665,-3.7224983,27,False,True
82,1436,80,8,5,131,30,5,40,0.055710306406685235,0.375,0.7709923664122138,139,35,0.2517985611510791,78,Pedro Bosch,Calle Cerro de la Plata nº 2,40.400789,-3.6744,24,False,True
214,1436,77,89,35,4,0,41,1,0.05362116991643454,0.6067415730337078,1.0,93,35,0.3763440860215054,206,Metro Tetuán,Calle Marqués de Viana nº 3,40.4607502,-3.6989925,24,True,False
151,1436,76,87,24,37,11,27,14,0.052924791086350974,0.7241379310344828,0.7027027027027026,124,35,0.28225806451612906,136,Castellana 106,Paseo de la Castellana nº 106,40.4453307,-3.690861,24,True,True
34,1436,73,110,35,0,0,38,0,0.05083565459610028,0.6818181818181819,,110,35,0.3181818181818182,30,San Quintín,Calle Pavía nº 6,40.4192095,-3.711504,27,True,False
93,1436,73,208,31,25,4,33,5,0.05083565459610028,0.8509615384615384,0.84,233,35,0.15021459227467812,88,Embajada de Italia,Calle Velázquez nº 75,40.4313576,-3.6838303,24,True,True
117,1436,71,120,35,0,0,36,0,0.04944289693593315,0.7083333333333333,,120,35,0.2916666666666667,111a,Arcipreste de Hita A,Calle Arcipreste de Hita nº 12,40.4337322,-3.7175435,24,True,False
107,1436,69,135,33,2,2,31,3,0.04805013927576602,0.7555555555555555,0.0,137,35,0.25547445255474455,102,Velázquez,Calle Alcalá nº 95,40.4211802,-3.6840229,24,True,False
92,1436,85,307,22,38,12,28,23,0.059192200557103065,0.9283387622149837,0.6842105263157895,345,34,0.09855072463768116,87,Ayala,Calle Ayala nº 44,40.427736,-3.6832566,24,True,True
50,1436,77,33,16,37,18,17,26,0.05362116991643454,0.5151515151515151,0.5135135135135135,70,34,0.4857142857142857,46,Ribera de Curtidores,Calle Ribera de Curtidores nº 28,40.4053153,-3.7071259,24,True,True
230,1436,86,18,11,111,22,12,41,0.05988857938718663,0.38888888888888884,0.8018018018018018,129,33,0.2558139534883721,222,Antonio López,Calle Eugenio Caxes frente al nº 12,40.3917871,-3.7026789,24,False,True
179,1436,73,41,25,36,8,22,18,0.05083565459610028,0.3902439024390244,0.7777777777777778,77,33,0.42857142857142855,171,Embajadores-Cáceres,Calle Embajadores nº 101,40.39975,-3.6983888,24,True,True
159,1436,68,116,29,7,4,32,3,0.04735376044568245,0.75,0.4285714285714286,123,33,0.2682926829268293,139,José Gutiérrez Abascal ,Calle José Gutiérrez Abascal nº 2,40.4396792,-3.6907784,24,True,False
141,1436,67,92,31,3,2,32,2,0.04665738161559889,0.6630434782608696,0.33333333333333337,95,33,0.3473684210526316,154,Orense 36,Calle Orense nº 36,40.4548456,-3.6946218,24,True,False
241,1436,67,44,25,29,8,21,13,0.04665738161559889,0.43181818181818177,0.7241379310344828,73,33,0.4520547945205479,233,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12,40.422962108947424,-3.6555552857442697,24,True,True
184,1436,77,130,23,48,9,22,23,0.05362116991643454,0.823076923076923,0.8125,178,32,0.1797752808988764,176,Beata,Calle Alicante nº 3,40.39425,-3.6937222,24,True,True
56,1436,75,18,10,49,22,11,32,0.05222841225626741,0.4444444444444444,0.5510204081632653,67,32,0.47761194029850745,52,Plaza de Santa Ana,Plaza de Santa Ana nº 10,40.4144226,-3.7007164,24,False,True
133,1436,72,25,16,75,16,14,26,0.05013927576601671,0.36,0.7866666666666666,100,32,0.32,162,Metro Pirámides,Paseo de los Olmos nº 28,40.4034076,-3.7108108,24,True,True
136,1436,67,28,21,43,11,19,16,0.04665738161559889,0.25,0.7441860465116279,71,32,0.4507042253521127,164,Paseo de las Delicias,Paseo de las Delicias nº 92,40.3972616,-3.6945025,24,True,True
102,1436,63,94,32,0,0,31,0,0.04387186629526462,0.6595744680851063,,94,32,0.3404255319148936,97,Alcalá,Avenida de Menéndez Pelayo nº 3,40.4222969,-3.6805189,27,True,False
15,1436,62,98,32,0,0,30,0,0.04317548746518106,0.6734693877551021,,98,32,0.32653061224489793,14,Ventura Rodríguez,Calle Duque de Liria,40.4260957,-3.713479,24,True,False
155,1436,62,59,31,1,1,29,1,0.04317548746518106,0.47457627118644063,0.0,60,32,0.5333333333333333,146,María Francisca 1,Calle María Francisca nº 1,40.4442258,-3.6787169,18,True,False
76,1436,57,55,29,17,3,21,4,0.03969359331476323,0.4727272727272728,0.8235294117647058,72,32,0.4444444444444444,72,Sainz de Baranda,Calle Doctor Esquerdo nº 99,40.4157413,-3.6691838,24,True,False
100,1436,67,165,23,30,8,26,10,0.04665738161559889,0.8606060606060606,0.7333333333333334,195,31,0.15897435897435896,95,Villanueva,Calle Claudio Coello nº 109,40.4226584,-3.6870548,24,True,True
35,1436,65,529,30,1,1,32,2,0.04526462395543175,0.943289224952741,0.0,530,31,0.05849056603773585,31,Calle Mayor,Calle Mayor nº 20,40.4163638,-3.7068969,27,True,False
33,1436,63,119,24,16,7,23,9,0.04387186629526462,0.7983193277310925,0.5625,135,31,0.22962962962962963,29,Marqués de Cubas,Calle del Marqués de Cubas nº 25,40.4162619,-3.6957355,24,True,False
75,1436,63,29,23,20,7,22,11,0.04387186629526462,0.2068965517241379,0.65,49,30,0.6122448979591837,71,Doce de Octubre,Calle Doce de Octubre nº 28,40.4159569,-3.6738865,24,True,True
160,1436,55,66,30,1,0,24,1,0.0383008356545961,0.5454545454545454,1.0,67,30,0.44776119402985076,128,Cea Bermúdez,Calle Cea Bermúdez nº 59,40.438994,-3.7154329,27,True,False
97,1436,65,116,22,14,7,26,10,0.04526462395543175,0.8103448275862069,0.5,130,29,0.2230769230769231,92,Claudio Coello,Calle Claudio Coello nº 45,40.4262945,-3.6865463,24,True,False
219,1436,64,64,14,39,15,17,18,0.04456824512534819,0.78125,0.6153846153846154,103,29,0.2815533980582524,211,Desengaño,Calle Desengaño nº 1,40.42059,-3.70239,24,True,True
197,1436,61,59,28,1,1,29,3,0.04247910863509749,0.5254237288135593,0.0,60,29,0.48333333333333334,189,Avenida Donostiarra,Calle Virgen de la Alegría nº 18,40.4351256,-3.6554918,24,True,False
123,1436,58,74,23,10,6,19,10,0.0403899721448468,0.6891891891891893,0.4,84,29,0.34523809523809523,116a,Plaza de España A,Calle Princesa nº 5,40.423668,-3.713053,24,True,False
122,1436,57,61,28,2,1,26,2,0.03969359331476323,0.540983606557377,0.5,63,29,0.4603174603174603,115,Ferraz,Calle Evaristo San Miguel nº 2,40.4253944,-3.7170448,24,True,False
71,1436,56,47,23,10,6,20,7,0.03899721448467967,0.5106382978723405,0.4,57,29,0.5087719298245614,67,Almadén,Calle Almadén nº 28,40.4108472,-3.693225,24,True,False
265,1436,64,130,24,17,4,26,10,0.04456824512534819,0.8153846153846154,0.7647058823529411,147,28,0.19047619047619047,257,INEF,Avenida Juan de Herrera frente a la calle Paul Guinard,40.43896,-3.72997,24,True,False
210,1436,57,33,21,18,7,19,10,0.03969359331476323,0.36363636363636365,0.6111111111111112,51,28,0.5490196078431373,202,Parque Santander,Calle Santander esquina con Avenida de Filipinas,40.4411388,-3.7080833,24,True,False
246,1436,57,74,28,0,0,29,0,0.03969359331476323,0.6216216216216216,,74,28,0.3783783783783784,238,San Germán 5,Calle San Germán nº 5,40.45619382579544,-3.69293767517953,24,True,False
174,1436,55,192,24,23,4,22,5,0.0383008356545961,0.875,0.8260869565217391,215,28,0.13023255813953488,166,Segovia 26,Calle Segovia nº 26,40.4138333,-3.7135833,24,True,True
67,1436,54,66,27,1,1,25,1,0.037604456824512536,0.5909090909090908,0.0,67,28,0.417910447761194,63,Ibiza,Calle Ibiza nº 62,40.4179237,-3.6708959,24,True,False
172,1436,53,28,18,19,10,15,10,0.03690807799442897,0.3571428571428571,0.4736842105263158,47,28,0.5957446808510638,160,Colombia,Calle Colombia nº 7,40.4572466,-3.6763439,24,True,False
65,1436,49,49,25,4,3,18,3,0.034122562674094706,0.4897959183673469,0.25,53,28,0.5283018867924528,61,Narváez,Calle O'Donnell nº 28,40.4213983,-3.6752045,24,True,False
53,1436,60,38,22,22,5,22,11,0.04178272980501393,0.42105263157894735,0.7727272727272727,60,27,0.45,49,Casa Encendida,Ronda de Atocha nº 34,40.4060941,-3.6992759,24,True,True
31,1436,54,54,20,14,7,19,8,0.037604456824512536,0.6296296296296297,0.5,68,27,0.39705882352941174,27,Huertas,Calle Jesús nº 1,40.4132798,-3.6956178,24,True,False
1,1436,51,547,26,0,0,25,0,0.035515320334261836,0.9524680073126143,,547,26,0.04753199268738574,1a,Puerta del Sol A,Puerta del Sol nº 1,40.4172137,-3.7018341,30,True,False
222,1436,67,135,17,18,8,28,14,0.04665738161559889,0.8740740740740741,0.5555555555555556,153,25,0.16339869281045752,214,Condesa de Venadito,Calle Condesa de Venadito nº 2,40.44315,-3.65741,24,True,False
60,1436,54,124,23,8,2,26,3,0.037604456824512536,0.814516129032258,0.75,132,25,0.1893939393939394,56,Plaza del Carmen ,Plaza del Carmen nº 1,40.4184192,-3.7032414,24,True,False
101,1436,52,82,25,0,0,27,0,0.036211699164345405,0.6951219512195121,,82,25,0.3048780487804878,96,Castelló,Calle Alcalá nº 111,40.422064,-3.6821793,27,True,False
120,1436,49,40,25,0,0,24,0,0.034122562674094706,0.375,,40,25,0.625,113,Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,40.427657,-3.7205129,24,True,False
111,1436,46,132,23,4,2,19,2,0.03203342618384401,0.8257575757575757,0.5,136,25,0.18382352941176472,106a,Colón A,Calle Serrano nº 34,40.4251002,-3.6877227,18,True,False
227,1436,68,1,1,159,23,1,43,0.04735376044568245,0.0,0.8553459119496856,160,24,0.15,219,Marroquina,Calle Camino de los Vinateros nº 108,40.408264,-3.646697,24,False,True
118,1436,54,50,23,1,1,25,5,0.037604456824512536,0.54,0.0,51,24,0.47058823529411764,111b,Arcipreste de Hita B,Calle Arcipreste de Hita nº 12,40.4341006,-3.7179687,24,True,False
248,1436,53,121,23,10,1,23,6,0.03690807799442897,0.8099173553719008,0.9,131,24,0.183206106870229,240,Avenida Brasilia,Avenida de Brasilia frente al nº 9,40.43666,-3.66096,24,True,False
129,1436,52,19,9,27,15,5,23,0.036211699164345405,0.5263157894736843,0.4444444444444444,46,24,0.5217391304347826,121,Santa María de la Cabeza,Paseo de Santa María de la Cabeza nº 58,40.4017926,-3.6987665,24,False,True
140,1436,50,77,24,0,0,26,0,0.034818941504178275,0.6883116883116883,,77,24,0.3116883116883117,156,Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,40.4592351,-3.691533,24,True,False
243,1436,66,24,9,101,14,10,33,0.04596100278551532,0.625,0.8613861386138614,125,23,0.184,235,Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,24,True,True
80,1436,57,18,10,57,13,13,21,0.03969359331476323,0.4444444444444444,0.7719298245614035,75,23,0.30666666666666664,76,Puerta de Mariano de Cavia,Avenida del Mediterráneo nº 19,40.4071304,-3.6751352,24,False,True
125,1436,51,47,16,41,7,20,8,0.035515320334261836,0.6595744680851063,0.8292682926829268,88,23,0.26136363636363635,117,Altamirano,Calle Altamirano nº 24,40.4309797,-3.7188898,24,True,True
2,1436,49,482,22,3,1,24,2,0.034122562674094706,0.9543568464730291,0.6666666666666667,485,23,0.04742268041237113,1b,Puerta del Sol B,Puerta del Sol nº 1,40.41731271011562,-3.701602938060457,30,True,False
61,1436,48,106,22,1,1,24,1,0.033426183844011144,0.7924528301886793,0.0,107,23,0.21495327102803738,57,Santa Cruz del Marcenado,Calle Santa Cruz del Marcenado nº 24,40.4295658,-3.7126299,24,True,False
88,1436,47,74,20,6,3,21,3,0.032729805013927575,0.7297297297297297,0.5,80,23,0.2875,83,Pío Baroja,Calle Pío Baroja nº 10,40.4132995,-3.6745323,24,True,False
4,1436,39,40,23,0,0,16,0,0.027158774373259052,0.42500000000000004,,40,23,0.575,3,Plaza Conde Suchil,Plaza del Conde del Valle de Súchil nº 3,40.4302937,-3.7069171,18,True,False
228,1436,50,34,12,67,10,11,17,0.034818941504178275,0.6470588235294117,0.8507462686567164,101,22,0.21782178217821782,220,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6,40.40617,-3.65122,24,True,True
233,1436,47,3,2,169,20,2,23,0.032729805013927575,0.33333333333333337,0.8816568047337279,172,22,0.12790697674418605,225,Doctor Lozano,Calle Sierra Toledana nº 33,40.40248333540473,-3.660188083470652,24,False,True
205,1436,46,50,21,1,1,21,3,0.03203342618384401,0.5800000000000001,0.0,51,22,0.43137254901960786,197,Parque Berlín,Avenida de Concha Espina nº 34,40.4515833,-3.6780555,24,True,False
180,1436,45,24,11,19,11,10,13,0.031337047353760444,0.5416666666666667,0.42105263157894735,43,22,0.5116279069767442,172,Delicias,Calle Bustamante nº 1,40.4008888,-3.6935833,24,True,False
250,1436,45,318,22,0,0,23,0,0.031337047353760444,0.9308176100628931,,318,22,0.06918238993710692,242,Avenida Bruselas,Avenida Bruselas nº 56,40.43865,-3.66301,24,True,False
138,1436,44,85,22,0,0,22,0,0.03064066852367688,0.7411764705882353,,85,22,0.25882352941176473,158,Alberto Alcocer,Avenida de Alberto Alcocer nº 22,40.4585318,-3.684715,24,True,False
190,1436,44,39,22,0,0,19,3,0.03064066852367688,0.4358974358974359,,39,22,0.5641025641025641,182,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,40.4186666,-3.6657777,24,True,False
144,1436,42,86,22,0,0,20,0,0.02924791086350975,0.7441860465116279,,86,22,0.2558139534883721,148,Serrano 210,Calle Serrano nº 210,40.4510188,-3.6817962,24,True,False
106,1436,41,222,20,5,2,19,0,0.028551532033426183,0.9099099099099099,0.6,227,22,0.09691629955947137,101,Jorge Juan,Calle Jorge Juan nº 131,40.4231526,-3.6691524,24,True,False
152,1436,41,121,21,5,1,18,1,0.028551532033426183,0.8264462809917356,0.8,126,22,0.1746031746031746,137,Plaza de la República Argentina,Plaza de la República Argentina nº 6,40.445411,-3.6853312,24,True,False
264,1436,40,48,21,6,1,17,1,0.027855153203342618,0.5625,0.8333333333333334,54,22,0.4074074074074074,256,Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2,40.44635,-3.71383,24,True,False
231,1436,46,13,11,39,10,8,17,0.03203342618384401,0.15384615384615385,0.7435897435897436,52,21,0.40384615384615385,223,Ermita Santo,Paseo de la Ermita del Santo nº 48,40.406837862773465,-3.7244893989507686,24,False,True
259,1436,46,33,18,11,3,18,7,0.03203342618384401,0.4545454545454546,0.7272727272727273,44,21,0.4772727272727273,251,Corazón de María,Calle Santa Hortensia nº 31,40.44421,-3.66683,24,True,False
237,1436,44,70,16,18,5,17,6,0.03064066852367688,0.7714285714285715,0.7222222222222222,88,21,0.23863636363636365,229,C.D. Concepción,Calle Jose del Hierro nº 5,40.43715089959262,-3.64835857929032,24,True,False
72,1436,41,301,13,16,8,10,10,0.028551532033426183,0.9568106312292359,0.5,317,21,0.06624605678233439,68,Espalter,Calle Espalter nº 1,40.4128372,-3.6912023,21,True,False
234,1436,45,28,13,66,7,13,12,0.031337047353760444,0.5357142857142857,0.8939393939393939,94,20,0.2127659574468085,226,Sierra Toledana,Camino de Valderribas nº 94,40.39901531507069,-3.6607768678037744,24,True,True
182,1436,42,12,8,31,12,8,14,0.02924791086350975,0.33333333333333337,0.6129032258064516,43,20,0.46511627906976744,174,Madrid Río-Yeserías,Paseo de Yeserías nº 45,40.3974444,-3.7065277,27,False,True
191,1436,41,288,20,0,0,21,0,0.028551532033426183,0.9305555555555556,,288,20,0.06944444444444445,183,Doctor Esquerdo-Hermosilla,Calle Hermosilla nº 135,40.425635,-3.669339,24,True,False
55,1436,40,42,20,0,0,18,2,0.027855153203342618,0.5238095238095238,,42,20,0.47619047619047616,51,Ronda de Atocha,Ronda de Atocha nº 2,40.4075606,-3.6935205,27,True,False
127,1436,35,12,9,29,11,5,10,0.02437325905292479,0.25,0.6206896551724138,41,20,0.4878048780487805,119,Méndez Álvaro,Calle Méndez Álvaro nº 11,40.4013216,-3.6863218,24,False,True
126,1436,41,139,10,16,9,10,12,0.028551532033426183,0.9280575539568345,0.4375,155,19,0.12258064516129032,118,Juan Martín,Calle Juan Martín el Empecinado nº 16,40.400781,-3.6882407,24,True,False
73,1436,44,25,11,17,7,11,15,0.03064066852367688,0.56,0.5882352941176471,42,18,0.42857142857142855,69,Puerta del Ángel Caído,Avenida de Alfonso XII nº 54,40.409808,-3.688822,27,True,False
84,1436,38,26,9,13,9,7,13,0.026462395543175487,0.6538461538461539,0.3076923076923077,39,18,0.46153846153846156,80a,Atocha A,Paseo de la Infanta Isabel nº 3,40.4075685,-3.6902255,24,True,False
216,1436,37,59,18,0,0,19,0,0.02576601671309192,0.6949152542372881,,59,18,0.3050847457627119,208,Plaza de Castilla,Paseo de la Castellana nº 216,40.4663611,-3.6886388,24,True,False
29,1436,35,964,18,0,0,17,0,0.02437325905292479,0.9813278008298755,,964,18,0.01867219917012448,25b,Plaza de Celenque B,Plaza de Celenque nº 1,40.4172781,-3.7063837,24,True,False
137,1436,34,47,17,1,1,15,1,0.023676880222841225,0.6382978723404256,0.0,48,18,0.375,157,Castellana 164,Paseo de la Castellana nº 164,40.4591366,-3.6894151,24,True,False
261,1436,36,68,17,0,0,19,0,0.025069637883008356,0.75,,68,17,0.25,253,Doctor Fleming,Calle Doctor Fleming nº 7,40.45546,-3.68844,21,True,False
258,1436,35,83,13,6,4,13,5,0.02437325905292479,0.8433734939759037,0.33333333333333337,89,17,0.19101123595505617,250,Serrano 113,Calle Serrano nº 113B,40.44106,-3.68609,24,True,False
217,1436,33,38,14,5,3,14,2,0.02298050139275766,0.631578947368421,0.4,43,17,0.3953488372093023,209,Plaza de Castilla 2,Paseo Castellana (Fundación Canal),40.4656779,-3.6887722,24,True,False
268,1436,39,108,11,12,5,14,9,0.027158774373259052,0.8981481481481481,0.5833333333333333,120,16,0.13333333333333333,260,Facultad Biología,Calle José Antonio Novais frente al nº 12,40.4483322,-3.7272945,24,True,False
266,1436,34,117,16,0,0,18,0,0.023676880222841225,0.8632478632478633,,117,16,0.13675213675213677,258,Ciudad Universitaria 1,Avenida de la Complutense (Metro Ciudad Universitaria),40.44375,-3.72699,24,True,False
28,1436,31,962,16,0,0,15,0,0.02158774373259053,0.9833679833679834,,962,16,0.016632016632016633,25a,Plaza de Celenque A,Plaza de Celenque nº 1,40.4173703,-3.7057791,24,True,False
185,1436,38,12,7,36,8,6,17,0.026462395543175487,0.41666666666666663,0.7777777777777778,48,15,0.3125,177,Legazpi,Calle Bolívar nº 3,40.3914722,-3.6941944,24,False,True
238,1436,30,39,9,30,6,9,6,0.020891364902506964,0.7692307692307692,0.8,69,15,0.21739130434782608,230,Carlota O’Neill,Calle Carlota O'Neill nº 32,40.44370542379883,-3.648958444298144,24,True,True
267,1436,26,191,14,0,0,12,0,0.018105849582172703,0.9267015706806283,,191,14,0.07329842931937172,259,Ciudad Universitaria 2,Avenida de la Complutense (Metro Ciudad Universitaria),40.44342,-3.72693,24,True,False
147,1436,30,266,11,3,2,14,3,0.020891364902506964,0.9586466165413534,0.33333333333333337,269,13,0.048327137546468404,150,Castellana frente a Hermanos Pinzón,Paseo de la Castellana nº 122,40.4488924,-3.6905604,24,True,False
87,1436,29,163,12,10,1,13,3,0.0201949860724234,0.9263803680981595,0.9,173,13,0.07514450867052024,82,Niño Jesús,Calle Doctor Esquerdo nº 161,40.4084556,-3.6697526,24,True,False
256,1436,28,32,12,3,1,12,3,0.019498607242339833,0.625,0.6666666666666667,35,13,0.37142857142857144,248,Torre Cepsa,Calle Sinesio Delgado nº 2,40.47435,-3.68797,24,True,False
119,1436,26,43,13,0,0,13,0,0.018105849582172703,0.6976744186046512,,43,13,0.3023255813953488,112,Paseo de Moret,Paseo de Moret nº 11,40.4325991,-3.7246532,24,True,False
85,1436,30,11,2,42,10,2,16,0.020891364902506964,0.8181818181818181,0.7619047619047619,53,12,0.22641509433962265,80b,Atocha B,Paseo de la Infanta Isabel nº 3,40.4074902,-3.6901234,27,False,True
239,1436,25,49,10,4,2,11,2,0.017409470752089137,0.7959183673469388,0.5,53,12,0.22641509433962265,231,Derechos Humanos,Calle Derechos Humanos nº 12,40.43965673033275,-3.6557656204708775,24,True,False
207,1436,23,27,12,0,0,11,0,0.016016713091922007,0.5555555555555556,,27,12,0.4444444444444444,199,Fernando el Católico,Calle Fernando el Católico nº 61,40.4343611,-3.7149166,27,True,False
211,1436,23,37,10,1,1,10,2,0.016016713091922007,0.7297297297297297,0.0,38,11,0.2894736842105263,203,San Francisco de Sales,Calle General Ampudia nº 2,40.44175,-3.7144722,24,True,False
105,1436,22,27,7,11,4,7,4,0.01532033426183844,0.7407407407407407,0.6363636363636364,38,11,0.2894736842105263,100,Palacio de Deportes,Calle Goya nº 99,40.42478,-3.67384,24,True,False
242,1436,27,6,4,30,6,4,13,0.018802228412256268,0.33333333333333337,0.8,36,10,0.2777777777777778,234,Marqués de Corbera 52,Avenida Marqués de Corbera nº 52,40.42620714320088,-3.651034981803642,24,False,True
188,1436,22,5,3,23,7,4,8,0.01532033426183844,0.4,0.6956521739130435,28,10,0.35714285714285715,180,Méndez Álvaro,Calle Retama nº 5,40.3941388,-3.6758888,24,False,True
269,1436,21,45,5,15,5,4,7,0.014623955431754874,0.8888888888888888,0.6666666666666667,60,10,0.16666666666666666,261,Facultad Derecho,Avenida Complutense nº 23,40.45109,-3.72937,24,True,False
196,1436,20,34,10,0,0,10,0,0.013927576601671309,0.7058823529411764,,34,10,0.29411764705882354,188,Puente de Ventas,Avenida de Daroca nº 2,40.4311944,-3.6590555,27,True,False
260,1436,18,31,9,0,0,9,0,0.012534818941504178,0.7096774193548387,,31,9,0.2903225806451613,252,Chamartín,Calle Rodríguez Jaén nº 40,40.4716,-3.68391,24,True,False
263,1436,18,28,9,0,0,9,0,0.012534818941504178,0.6785714285714286,,28,9,0.32142857142857145,255,López Pozas,Calle General López Pozas nº 2,40.46361,-3.68514,24,True,False
176,1436,22,7,2,34,6,2,12,0.01532033426183844,0.7142857142857143,0.8235294117647058,41,8,0.1951219512195122,168,Batalla del Salado,Paseo Santa María de la Cabeza nº 29,40.4044722,-3.6959166,24,False,True
229,1436,15,38,5,17,3,5,2,0.010445682451253482,0.868421052631579,0.8235294117647058,55,8,0.14545454545454545,221,Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,24,True,False
223,1436,16,0,0,31,7,0,9,0.011142061281337047,,0.7741935483870968,31,7,0.22580645161290322,215,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,24,False,True
173,1436,10,20,5,0,0,5,0,0.006963788300835654,0.75,,20,5,0.25,159,Paseo de la Habana 63,Paseo de la Habana nº 63,40.4543852,-3.6835926,24,True,False
257,1436,4,20,1,3,1,1,1,0.002785515320334262,0.95,0.6666666666666667,23,2,0.08695652173913043,249,Manuel Caldeiro,Paseo de la Castellana nº 298,40.47938,-3.68532,24,True,False
16,1436,0,1436,0,0,0,0,0,0.0,1.0,,1436,0,0.0,15,San Vicente Ferrer,Calle San Vicente Ferrer nº 64,40.4262383,-3.7074453,21,True,False
20,1436,0,1436,0,0,0,0,0,0.0,1.0,,1436,0,0.0,19,Prim,Calle Prim nº 2,40.4218616,-3.6954983,24,True,False
89,1436,0,1436,0,0,0,0,0,0.0,1.0,,1436,0,0.0,84,Valderribas,Calle Doctor Esquerdo nº 191,40.4032501,-3.6726019,24,True,False
142,1436,0,1436,0,0,0,0,0,0.0,1.0,,1436,0,0.0,152,General Perón 1,Avenida del General Perón frente al nº 4,40.4527164,-3.6990077,24,True,False
143,1436,0,1436,0,0,0,0,0,0.0,1.0,,1436,0,0.0,153,General Perón con Poeta Joan Maragall,Avenida del General Perón frente al nº 36,40.4522454,-3.693085,24,True,False
245,1436,0,1436,0,0,0,0,0,0.0,1.0,,1436,0,0.0,237,Pablo Iglesias,Calle Francisco Balseiro nº 1,40.451333,-3.710525,24,True,False
